asin,name,date,rating,review,brandName,product,clean_review_text
B07W7CTLD1,Mamaearth-Onion-Growth-Control-Redensyl,2019-09-06,1,I bought this hair oil after viewing so many good comments But this product is not good enough First of all it s Expensive Second thing the amount of the product is low half bottle YES The bottle is not completely filled with oil If you cheating on your customers Mamaearth trust me on this you can t fool people more than once Now I know that your Brand is not good enough I am not going to buy any product from your Brand again Thumbs down for mamaearth onion oil ,Mamaearth,Onion-Growth-Control-Redensyl,bought hair oil viewing many good comments product good enough first expensive second thing amount product low half bottle yes bottle completely filled oil cheating customers mamaearth trust fool people know brand good enough going buy product brand thumbs mamaearth onion oil
B07W7CTLD1,Mamaearth-Onion-Growth-Control-Redensyl,2019-08-14,5,Used This Mama Earth Newly Launched Onion Oil twice and i must say im already impressed by the results It prevents hair loss helps control premature greying dryness dandruff scalp eruptions and many other hair problems after its regular use To avoid dry and frizzy hair make sure that you use this oil to your hairs twice a week Oiling provides your scalp with essential nutrients and also strengthens the hair roots Mamaearth onion oil works best for your hair during all the seasons ,Mamaearth,Onion-Growth-Control-Redensyl,used mama earth newly launched onion oil twice must say im already impressed results prevents hair loss helps control premature greying dryness dandruff scalp eruptions many hair problems regular use avoid dry frizzy hair make sure use oil hairs twice week oiling provides scalp essential nutrients also strengthens hair roots mamaearth onion oil works best hair seasons
B07W7CTLD1,Mamaearth-Onion-Growth-Control-Redensyl,2019-10-19,1,So bad product My hair falling increase too much I order shampoo mask and oil nothing stop hairfallAfter 3 to 4 wash my hair falling so badly ,Mamaearth,Onion-Growth-Control-Redensyl,bad product hair falling increase much order shampoo mask oil nothing stop hairfallafter 3 4 wash hair falling badly
B07W7CTLD1,Mamaearth-Onion-Growth-Control-Redensyl,2019-09-16,1,Product just smells similar to navarathna hair oil but not strong as that and oil is not sticky after applying three drops of oil More review after usage of 2 months1 worst product2 hair fall increased a lot3 brought this product after watching YouTube influencer Mumbaiker Nikhil4 totally misguided never take suggestions from influencers 5 using since 2 months no result and I m losing my more hair6 mama earth just wasted my money as well damaged my hair7 better they provide solution or return my money,Mamaearth,Onion-Growth-Control-Redensyl,product smells similar navarathna hair oil strong oil sticky applying three drops oil review usage 2 months1 worst product2 hair fall increased lot3 brought product watching youtube influencer mumbaiker nikhil4 totally misguided never take suggestions influencers 5 using since 2 months result losing hair6 mama earth wasted money well damaged hair7 better provide solution return money
B07W7CTLD1,Mamaearth-Onion-Growth-Control-Redensyl,2019-08-18,5,I have been trying different onion oil for my hair as my hair is not very healthy This product has literally changed the texture of my scalp and I am really happy with the results It comes in a nice colorful packaging too Definitely recommend this one to everyone looking out for onion oil For more reviews you can follow me on Instagram insi lovemyself ,Mamaearth,Onion-Growth-Control-Redensyl,trying different onion oil hair hair healthy product literally changed texture scalp really happy results comes nice colorful packaging definitely recommend one everyone looking onion oil reviews follow instagram insi lovemyself
B07W7CTLD1,Mamaearth-Onion-Growth-Control-Redensyl,2019-09-30,4,I have been using this product for some time now My Roommate had this and I had been planning to order for a while now I just used to forget all the time finally I have it now Well from the last 2 months of use here s my experience with the product I use it every night and get a shower in the morning Pros 1 The oil is non greasy and pretty light 2 Has very good smell no pungent or awkward fragrance3 My hair doesn t lump in together as with other hair oil products 4 Gives a pretty good shine and dark color5 It s very helpful for dandruff hairfall hairloss I don t have a very dense hair presence so my scalp was visible all the time Now it looks pretty dense Cons 1 can t find anything at allI do recommend it for people having hairfall issues ,Mamaearth,Onion-Growth-Control-Redensyl,using product time roommate planning order used forget time finally well last 2 months use experience product use every night get shower morning pros 1 oil non greasy pretty light 2 good smell pungent awkward fragrance3 hair lump together hair oil products 4 gives pretty good shine dark color5 helpful dandruff hairfall hairloss dense hair presence scalp visible time looks pretty dense cons 1 find anything alli recommend people hairfall issues
B07W7CTLD1,Mamaearth-Onion-Growth-Control-Redensyl,2019-09-28,1,I purchased both oil and shampoo after watching fake YouTube and customer review After first day of use of oil and shampoo my hairfall increased ,Mamaearth,Onion-Growth-Control-Redensyl,purchased oil shampoo watching fake youtube customer review first day use oil shampoo hairfall increased
B07W7CTLD1,Mamaearth-Onion-Growth-Control-Redensyl,2019-08-20,5,It s a very good product from mamaearth The oil gives your hair full strength and perfect shine Onion are rich in sulphur thats add up the strength of hair roots and holds the hair preventing hairloss Suitable for all type hair For better result use at night Go for it ,Mamaearth,Onion-Growth-Control-Redensyl,good product mamaearth oil gives hair full strength perfect shine onion rich sulphur thats add strength hair roots holds hair preventing hairloss suitable type hair better result use night go
B07W7CTLD1,Mamaearth-Onion-Growth-Control-Redensyl,2019-11-15,3,Why are you showing onion oil benefits in your ad when you ate not giving onion oil in your product I bought this for redensyl content but not sure about the percentage of it bein added Secondly it only has onion extracts which am sure not is effective Switchin back to my conventional method of makin onion juice and applyin on scalp,Mamaearth,Onion-Growth-Control-Redensyl,showing onion oil benefits ad ate giving onion oil product bought redensyl content sure percentage bein added secondly onion extracts sure effective switchin back conventional method makin onion juice applyin scalp
B07W7CTLD1,Mamaearth-Onion-Growth-Control-Redensyl,2019-08-30,5,I used it only one time so I can t say about hairfall control but I couldn t stop myself to mention about its amazing effect It made my hair extremely soft and shiny which was visible properly Smell was strong but not bothering I think this is the best hair fall which I have used till date My search ends over here I suppose Just waiting to see its impact on arresting hairfall ,Mamaearth,Onion-Growth-Control-Redensyl,used one time say hairfall control stop mention amazing effect made hair extremely soft shiny visible properly smell strong bothering think best hair fall used till date search ends suppose waiting see impact arresting hairfall
B07W7CTLD1,Mamaearth-Onion-Growth-Control-Redensyl,2019-09-06,1,I bought this hair oil after viewing so many good comments But this product is not good enough First of all it s Expensive Second thing the amount of the product is low half bottle YES The bottle is not completely filled with oil If you cheating on your customers Mamaearth trust me on this you can t fool people more than once Now I know that your Brand is not good enough I am not going to buy any product from your Brand again Thumbs down for mamaearth onion oil ,Mamaearth,Onion-Growth-Control-Redensyl,bought hair oil viewing many good comments product good enough first expensive second thing amount product low half bottle yes bottle completely filled oil cheating customers mamaearth trust fool people know brand good enough going buy product brand thumbs mamaearth onion oil
B07W7CTLD1,Mamaearth-Onion-Growth-Control-Redensyl,2019-08-14,5,Used This Mama Earth Newly Launched Onion Oil twice and i must say im already impressed by the results It prevents hair loss helps control premature greying dryness dandruff scalp eruptions and many other hair problems after its regular use To avoid dry and frizzy hair make sure that you use this oil to your hairs twice a week Oiling provides your scalp with essential nutrients and also strengthens the hair roots Mamaearth onion oil works best for your hair during all the seasons ,Mamaearth,Onion-Growth-Control-Redensyl,used mama earth newly launched onion oil twice must say im already impressed results prevents hair loss helps control premature greying dryness dandruff scalp eruptions many hair problems regular use avoid dry frizzy hair make sure use oil hairs twice week oiling provides scalp essential nutrients also strengthens hair roots mamaearth onion oil works best hair seasons
B07W7CTLD1,Mamaearth-Onion-Growth-Control-Redensyl,2019-10-19,1,So bad product My hair falling increase too much I order shampoo mask and oil nothing stop hairfallAfter 3 to 4 wash my hair falling so badly ,Mamaearth,Onion-Growth-Control-Redensyl,bad product hair falling increase much order shampoo mask oil nothing stop hairfallafter 3 4 wash hair falling badly
B07W7CTLD1,Mamaearth-Onion-Growth-Control-Redensyl,2019-09-16,1,Product just smells similar to navarathna hair oil but not strong as that and oil is not sticky after applying three drops of oil More review after usage of 2 months1 worst product2 hair fall increased a lot3 brought this product after watching YouTube influencer Mumbaiker Nikhil4 totally misguided never take suggestions from influencers 5 using since 2 months no result and I m losing my more hair6 mama earth just wasted my money as well damaged my hair7 better they provide solution or return my money,Mamaearth,Onion-Growth-Control-Redensyl,product smells similar navarathna hair oil strong oil sticky applying three drops oil review usage 2 months1 worst product2 hair fall increased lot3 brought product watching youtube influencer mumbaiker nikhil4 totally misguided never take suggestions influencers 5 using since 2 months result losing hair6 mama earth wasted money well damaged hair7 better provide solution return money
B07W7CTLD1,Mamaearth-Onion-Growth-Control-Redensyl,2019-08-18,5,I have been trying different onion oil for my hair as my hair is not very healthy This product has literally changed the texture of my scalp and I am really happy with the results It comes in a nice colorful packaging too Definitely recommend this one to everyone looking out for onion oil For more reviews you can follow me on Instagram insi lovemyself ,Mamaearth,Onion-Growth-Control-Redensyl,trying different onion oil hair hair healthy product literally changed texture scalp really happy results comes nice colorful packaging definitely recommend one everyone looking onion oil reviews follow instagram insi lovemyself
B07W7CTLD1,Mamaearth-Onion-Growth-Control-Redensyl,2019-09-30,4,I have been using this product for some time now My Roommate had this and I had been planning to order for a while now I just used to forget all the time finally I have it now Well from the last 2 months of use here s my experience with the product I use it every night and get a shower in the morning Pros 1 The oil is non greasy and pretty light 2 Has very good smell no pungent or awkward fragrance3 My hair doesn t lump in together as with other hair oil products 4 Gives a pretty good shine and dark color5 It s very helpful for dandruff hairfall hairloss I don t have a very dense hair presence so my scalp was visible all the time Now it looks pretty dense Cons 1 can t find anything at allI do recommend it for people having hairfall issues ,Mamaearth,Onion-Growth-Control-Redensyl,using product time roommate planning order used forget time finally well last 2 months use experience product use every night get shower morning pros 1 oil non greasy pretty light 2 good smell pungent awkward fragrance3 hair lump together hair oil products 4 gives pretty good shine dark color5 helpful dandruff hairfall hairloss dense hair presence scalp visible time looks pretty dense cons 1 find anything alli recommend people hairfall issues
B07W7CTLD1,Mamaearth-Onion-Growth-Control-Redensyl,2019-09-28,1,I purchased both oil and shampoo after watching fake YouTube and customer review After first day of use of oil and shampoo my hairfall increased ,Mamaearth,Onion-Growth-Control-Redensyl,purchased oil shampoo watching fake youtube customer review first day use oil shampoo hairfall increased
B07W7CTLD1,Mamaearth-Onion-Growth-Control-Redensyl,2019-08-20,5,It s a very good product from mamaearth The oil gives your hair full strength and perfect shine Onion are rich in sulphur thats add up the strength of hair roots and holds the hair preventing hairloss Suitable for all type hair For better result use at night Go for it ,Mamaearth,Onion-Growth-Control-Redensyl,good product mamaearth oil gives hair full strength perfect shine onion rich sulphur thats add strength hair roots holds hair preventing hairloss suitable type hair better result use night go
B07W7CTLD1,Mamaearth-Onion-Growth-Control-Redensyl,2019-11-15,3,Why are you showing onion oil benefits in your ad when you ate not giving onion oil in your product I bought this for redensyl content but not sure about the percentage of it bein added Secondly it only has onion extracts which am sure not is effective Switchin back to my conventional method of makin onion juice and applyin on scalp,Mamaearth,Onion-Growth-Control-Redensyl,showing onion oil benefits ad ate giving onion oil product bought redensyl content sure percentage bein added secondly onion extracts sure effective switchin back conventional method makin onion juice applyin scalp
B07W7CTLD1,Mamaearth-Onion-Growth-Control-Redensyl,2019-08-30,5,I used it only one time so I can t say about hairfall control but I couldn t stop myself to mention about its amazing effect It made my hair extremely soft and shiny which was visible properly Smell was strong but not bothering I think this is the best hair fall which I have used till date My search ends over here I suppose Just waiting to see its impact on arresting hairfall ,Mamaearth,Onion-Growth-Control-Redensyl,used one time say hairfall control stop mention amazing effect made hair extremely soft shiny visible properly smell strong bothering think best hair fall used till date search ends suppose waiting see impact arresting hairfall
B07BGT4J55,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-06-16,5,Nice one My 2 5 yr old son likes to brush with this flavour strawberry Previously I used to use Chicco but switched to this one due to good reviews and lower price I had used Mee Mee also but this one s ingredients are better for my child s health ,Mamaearth,Percent-Natural-Berry-Toothpaste,nice one 2 5 yr old son likes brush flavour strawberry previously used use chicco switched one due good reviews lower price used mee mee also one ingredients better child health
B07BGT4J55,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-09-24,1,My 2 year old child doesn t have cavity but started developing bad breaths the morning after while using this toothpaste for a couple of weeks during day and night brushing sessions I feel this toothpaste might actually cause cavity rather than keep it away from my experience I immediately shifted back to Pigeon toothpaste for night brushing and the bad breath stopped from the next day onward I had purchased it for its all natural properties Mama Earth team needs to research more on the ingredients on this product I use other Mama Earth products and they are decent Not this toothpaste though ,Mamaearth,Percent-Natural-Berry-Toothpaste,2 year old child cavity started developing bad breaths morning using toothpaste couple weeks day night brushing sessions feel toothpaste might actually cause cavity rather keep away experience immediately shifted back pigeon toothpaste night brushing bad breath stopped next day onward purchased natural properties mama earth team needs research ingredients product use mama earth products decent toothpaste though
B07BGT4J55,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-10-18,5,Berry flavoured blast that the kids just love And the best part is that its perfectly fine if they swallow it too Made with 100 safe ingredients this should be the toothpaste you should introduce your kids to Mamaearth Berry Blast toothpaste is 100 safe and toxin free My kids love the Berry taste while brushing This is one of the best flouride free tooth pastes available for kids that you should be buying right away ,Mamaearth,Percent-Natural-Berry-Toothpaste,berry flavoured blast kids love best part perfectly fine swallow made 100 safe ingredients toothpaste introduce kids mamaearth berry blast toothpaste 100 safe toxin free kids love berry taste brushing one best flouride free tooth pastes available kids buying right away
B07BGT4J55,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-11-15,5,Well how much a 12 month old with 4 almost 5 teeth brushes But this product is good to start eating or tasting rather by baby that way it is natural and taste good i applied bit on her teeth thn forgot where i kept it Buy for your own satisfaction if baby is really small and if understands how to brush and spit or eat than go for it ,Mamaearth,Percent-Natural-Berry-Toothpaste,well much 12 month old 4 almost 5 teeth brushes product good start eating tasting rather baby way natural taste good applied bit teeth thn forgot kept buy satisfaction baby really small understands brush spit eat go
B07BGT4J55,Mamaearth-Percent-Natural-Berry-Toothpaste,2019-08-29,5,Pros 1 Natural strawberry flavour 2 SLS Fluoride free toothpaste 3 100 vegan 4 Claims to be plastic responsible Cons None that I found in the last few months Verdict Recommended toothpaste for kids above 1 year My son likes it The strawberry flavour is quite noticeable when you re brushing your kid Wish if this was available as single pack instead of minimum qty as 2 since it takes quite a lot of time to finish the tube when you are taking only a peanut size or less portion for brushingIf you think my review was helpful don t forget to click the helpful link below the review ,Mamaearth,Percent-Natural-Berry-Toothpaste,pros 1 natural strawberry flavour 2 sls fluoride free toothpaste 3 100 vegan 4 claims plastic responsible cons none found last months verdict recommended toothpaste kids 1 year son likes strawberry flavour quite noticeable brushing kid wish available single pack instead minimum qty 2 since takes quite lot time finish tube taking peanut size less portion brushingif think review helpful forget click helpful link review
B07BGT4J55,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-07-09,5,Very good product Reliable and very good quality My child 4YO loves it Earlier he was using Chicco toothpaste Now loving it Mamaearth is at par with Chicco in quality yet way economical ,Mamaearth,Percent-Natural-Berry-Toothpaste,good product reliable good quality child 4yo loves earlier using chicco toothpaste loving mamaearth par chicco quality yet way economical
B07BGT4J55,Mamaearth-Percent-Natural-Berry-Toothpaste,2019-06-06,4,I bought it for my 2 years baby It s mentioned that even if the child gulps it then also it won t be harmful Although I am trying my best to teach my little one how to spit out while brushing I am happy with the product ,Mamaearth,Percent-Natural-Berry-Toothpaste,bought 2 years baby mentioned even child gulps also harmful although trying best teach little one spit brushing happy product
B07BGT4J55,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-04-30,5,The important aspect i considered while placing the order was its safe even if swallowed Small kids love to brush with it Its the tooth paste with all safe ingredients ,Mamaearth,Percent-Natural-Berry-Toothpaste,important aspect considered placing order safe even swallowed small kids love brush tooth paste safe ingredients
B07BGT4J55,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-08-18,5,The taste is a bit like mild flavoured bubble gum My 2 yr old likes it Plus it claims to be safe for kids since it is all natural without flouride and SLS chemical used for foaming Wish that the quantity was a bit more,Mamaearth,Percent-Natural-Berry-Toothpaste,taste bit like mild flavoured bubble gum 2 yr old likes plus claims safe kids since natural without flouride sls chemical used foaming wish quantity bit
B07BGT4J55,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-12-06,5,It is completely natural so I feel safe for my son Before I used dento shine tooth paste But this has changed a lott Just go for it It safe ,Mamaearth,Percent-Natural-Berry-Toothpaste,completely natural feel safe son used dento shine tooth paste changed lott go safe
B07BGT4J55,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-06-16,5,Nice one My 2 5 yr old son likes to brush with this flavour strawberry Previously I used to use Chicco but switched to this one due to good reviews and lower price I had used Mee Mee also but this one s ingredients are better for my child s health ,Mamaearth,Percent-Natural-Berry-Toothpaste,nice one 2 5 yr old son likes brush flavour strawberry previously used use chicco switched one due good reviews lower price used mee mee also one ingredients better child health
B07BGT4J55,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-09-24,1,My 2 year old child doesn t have cavity but started developing bad breaths the morning after while using this toothpaste for a couple of weeks during day and night brushing sessions I feel this toothpaste might actually cause cavity rather than keep it away from my experience I immediately shifted back to Pigeon toothpaste for night brushing and the bad breath stopped from the next day onward I had purchased it for its all natural properties Mama Earth team needs to research more on the ingredients on this product I use other Mama Earth products and they are decent Not this toothpaste though ,Mamaearth,Percent-Natural-Berry-Toothpaste,2 year old child cavity started developing bad breaths morning using toothpaste couple weeks day night brushing sessions feel toothpaste might actually cause cavity rather keep away experience immediately shifted back pigeon toothpaste night brushing bad breath stopped next day onward purchased natural properties mama earth team needs research ingredients product use mama earth products decent toothpaste though
B07BGT4J55,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-10-18,5,Berry flavoured blast that the kids just love And the best part is that its perfectly fine if they swallow it too Made with 100 safe ingredients this should be the toothpaste you should introduce your kids to Mamaearth Berry Blast toothpaste is 100 safe and toxin free My kids love the Berry taste while brushing This is one of the best flouride free tooth pastes available for kids that you should be buying right away ,Mamaearth,Percent-Natural-Berry-Toothpaste,berry flavoured blast kids love best part perfectly fine swallow made 100 safe ingredients toothpaste introduce kids mamaearth berry blast toothpaste 100 safe toxin free kids love berry taste brushing one best flouride free tooth pastes available kids buying right away
B07BGT4J55,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-11-15,5,Well how much a 12 month old with 4 almost 5 teeth brushes But this product is good to start eating or tasting rather by baby that way it is natural and taste good i applied bit on her teeth thn forgot where i kept it Buy for your own satisfaction if baby is really small and if understands how to brush and spit or eat than go for it ,Mamaearth,Percent-Natural-Berry-Toothpaste,well much 12 month old 4 almost 5 teeth brushes product good start eating tasting rather baby way natural taste good applied bit teeth thn forgot kept buy satisfaction baby really small understands brush spit eat go
B07BGT4J55,Mamaearth-Percent-Natural-Berry-Toothpaste,2019-08-29,5,Pros 1 Natural strawberry flavour 2 SLS Fluoride free toothpaste 3 100 vegan 4 Claims to be plastic responsible Cons None that I found in the last few months Verdict Recommended toothpaste for kids above 1 year My son likes it The strawberry flavour is quite noticeable when you re brushing your kid Wish if this was available as single pack instead of minimum qty as 2 since it takes quite a lot of time to finish the tube when you are taking only a peanut size or less portion for brushingIf you think my review was helpful don t forget to click the helpful link below the review ,Mamaearth,Percent-Natural-Berry-Toothpaste,pros 1 natural strawberry flavour 2 sls fluoride free toothpaste 3 100 vegan 4 claims plastic responsible cons none found last months verdict recommended toothpaste kids 1 year son likes strawberry flavour quite noticeable brushing kid wish available single pack instead minimum qty 2 since takes quite lot time finish tube taking peanut size less portion brushingif think review helpful forget click helpful link review
B07BGT4J55,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-07-09,5,Very good product Reliable and very good quality My child 4YO loves it Earlier he was using Chicco toothpaste Now loving it Mamaearth is at par with Chicco in quality yet way economical ,Mamaearth,Percent-Natural-Berry-Toothpaste,good product reliable good quality child 4yo loves earlier using chicco toothpaste loving mamaearth par chicco quality yet way economical
B07BGT4J55,Mamaearth-Percent-Natural-Berry-Toothpaste,2019-06-06,4,I bought it for my 2 years baby It s mentioned that even if the child gulps it then also it won t be harmful Although I am trying my best to teach my little one how to spit out while brushing I am happy with the product ,Mamaearth,Percent-Natural-Berry-Toothpaste,bought 2 years baby mentioned even child gulps also harmful although trying best teach little one spit brushing happy product
B07BGT4J55,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-04-30,5,The important aspect i considered while placing the order was its safe even if swallowed Small kids love to brush with it Its the tooth paste with all safe ingredients ,Mamaearth,Percent-Natural-Berry-Toothpaste,important aspect considered placing order safe even swallowed small kids love brush tooth paste safe ingredients
B07BGT4J55,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-08-18,5,The taste is a bit like mild flavoured bubble gum My 2 yr old likes it Plus it claims to be safe for kids since it is all natural without flouride and SLS chemical used for foaming Wish that the quantity was a bit more,Mamaearth,Percent-Natural-Berry-Toothpaste,taste bit like mild flavoured bubble gum 2 yr old likes plus claims safe kids since natural without flouride sls chemical used foaming wish quantity bit
B07BGT4J55,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-12-06,5,It is completely natural so I feel safe for my son Before I used dento shine tooth paste But this has changed a lott Just go for it It safe ,Mamaearth,Percent-Natural-Berry-Toothpaste,completely natural feel safe son used dento shine tooth paste changed lott go safe
B07FPV716J,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-06-16,5,Nice one My 2 5 yr old son likes to brush with this flavour strawberry Previously I used to use Chicco but switched to this one due to good reviews and lower price I had used Mee Mee also but this one s ingredients are better for my child s health ,Mamaearth,Percent-Natural-Berry-Toothpaste,nice one 2 5 yr old son likes brush flavour strawberry previously used use chicco switched one due good reviews lower price used mee mee also one ingredients better child health
B07FPV716J,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-09-24,1,My 2 year old child doesn t have cavity but started developing bad breaths the morning after while using this toothpaste for a couple of weeks during day and night brushing sessions I feel this toothpaste might actually cause cavity rather than keep it away from my experience I immediately shifted back to Pigeon toothpaste for night brushing and the bad breath stopped from the next day onward I had purchased it for its all natural properties Mama Earth team needs to research more on the ingredients on this product I use other Mama Earth products and they are decent Not this toothpaste though ,Mamaearth,Percent-Natural-Berry-Toothpaste,2 year old child cavity started developing bad breaths morning using toothpaste couple weeks day night brushing sessions feel toothpaste might actually cause cavity rather keep away experience immediately shifted back pigeon toothpaste night brushing bad breath stopped next day onward purchased natural properties mama earth team needs research ingredients product use mama earth products decent toothpaste though
B07FPV716J,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-10-18,5,Berry flavoured blast that the kids just love And the best part is that its perfectly fine if they swallow it too Made with 100 safe ingredients this should be the toothpaste you should introduce your kids to Mamaearth Berry Blast toothpaste is 100 safe and toxin free My kids love the Berry taste while brushing This is one of the best flouride free tooth pastes available for kids that you should be buying right away ,Mamaearth,Percent-Natural-Berry-Toothpaste,berry flavoured blast kids love best part perfectly fine swallow made 100 safe ingredients toothpaste introduce kids mamaearth berry blast toothpaste 100 safe toxin free kids love berry taste brushing one best flouride free tooth pastes available kids buying right away
B07FPV716J,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-11-15,5,Well how much a 12 month old with 4 almost 5 teeth brushes But this product is good to start eating or tasting rather by baby that way it is natural and taste good i applied bit on her teeth thn forgot where i kept it Buy for your own satisfaction if baby is really small and if understands how to brush and spit or eat than go for it ,Mamaearth,Percent-Natural-Berry-Toothpaste,well much 12 month old 4 almost 5 teeth brushes product good start eating tasting rather baby way natural taste good applied bit teeth thn forgot kept buy satisfaction baby really small understands brush spit eat go
B07FPV716J,Mamaearth-Percent-Natural-Berry-Toothpaste,2019-08-29,5,Pros 1 Natural strawberry flavour 2 SLS Fluoride free toothpaste 3 100 vegan 4 Claims to be plastic responsible Cons None that I found in the last few months Verdict Recommended toothpaste for kids above 1 year My son likes it The strawberry flavour is quite noticeable when you re brushing your kid Wish if this was available as single pack instead of minimum qty as 2 since it takes quite a lot of time to finish the tube when you are taking only a peanut size or less portion for brushingIf you think my review was helpful don t forget to click the helpful link below the review ,Mamaearth,Percent-Natural-Berry-Toothpaste,pros 1 natural strawberry flavour 2 sls fluoride free toothpaste 3 100 vegan 4 claims plastic responsible cons none found last months verdict recommended toothpaste kids 1 year son likes strawberry flavour quite noticeable brushing kid wish available single pack instead minimum qty 2 since takes quite lot time finish tube taking peanut size less portion brushingif think review helpful forget click helpful link review
B07FPV716J,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-07-09,5,Very good product Reliable and very good quality My child 4YO loves it Earlier he was using Chicco toothpaste Now loving it Mamaearth is at par with Chicco in quality yet way economical ,Mamaearth,Percent-Natural-Berry-Toothpaste,good product reliable good quality child 4yo loves earlier using chicco toothpaste loving mamaearth par chicco quality yet way economical
B07FPV716J,Mamaearth-Percent-Natural-Berry-Toothpaste,2019-06-06,4,I bought it for my 2 years baby It s mentioned that even if the child gulps it then also it won t be harmful Although I am trying my best to teach my little one how to spit out while brushing I am happy with the product ,Mamaearth,Percent-Natural-Berry-Toothpaste,bought 2 years baby mentioned even child gulps also harmful although trying best teach little one spit brushing happy product
B07FPV716J,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-04-30,5,The important aspect i considered while placing the order was its safe even if swallowed Small kids love to brush with it Its the tooth paste with all safe ingredients ,Mamaearth,Percent-Natural-Berry-Toothpaste,important aspect considered placing order safe even swallowed small kids love brush tooth paste safe ingredients
B07FPV716J,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-08-18,5,The taste is a bit like mild flavoured bubble gum My 2 yr old likes it Plus it claims to be safe for kids since it is all natural without flouride and SLS chemical used for foaming Wish that the quantity was a bit more,Mamaearth,Percent-Natural-Berry-Toothpaste,taste bit like mild flavoured bubble gum 2 yr old likes plus claims safe kids since natural without flouride sls chemical used foaming wish quantity bit
B07FPV716J,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-12-06,5,It is completely natural so I feel safe for my son Before I used dento shine tooth paste But this has changed a lott Just go for it It safe ,Mamaearth,Percent-Natural-Berry-Toothpaste,completely natural feel safe son used dento shine tooth paste changed lott go safe
B07FPV716J,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-06-16,5,Nice one My 2 5 yr old son likes to brush with this flavour strawberry Previously I used to use Chicco but switched to this one due to good reviews and lower price I had used Mee Mee also but this one s ingredients are better for my child s health ,Mamaearth,Percent-Natural-Berry-Toothpaste,nice one 2 5 yr old son likes brush flavour strawberry previously used use chicco switched one due good reviews lower price used mee mee also one ingredients better child health
B07FPV716J,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-09-24,1,My 2 year old child doesn t have cavity but started developing bad breaths the morning after while using this toothpaste for a couple of weeks during day and night brushing sessions I feel this toothpaste might actually cause cavity rather than keep it away from my experience I immediately shifted back to Pigeon toothpaste for night brushing and the bad breath stopped from the next day onward I had purchased it for its all natural properties Mama Earth team needs to research more on the ingredients on this product I use other Mama Earth products and they are decent Not this toothpaste though ,Mamaearth,Percent-Natural-Berry-Toothpaste,2 year old child cavity started developing bad breaths morning using toothpaste couple weeks day night brushing sessions feel toothpaste might actually cause cavity rather keep away experience immediately shifted back pigeon toothpaste night brushing bad breath stopped next day onward purchased natural properties mama earth team needs research ingredients product use mama earth products decent toothpaste though
B07FPV716J,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-10-18,5,Berry flavoured blast that the kids just love And the best part is that its perfectly fine if they swallow it too Made with 100 safe ingredients this should be the toothpaste you should introduce your kids to Mamaearth Berry Blast toothpaste is 100 safe and toxin free My kids love the Berry taste while brushing This is one of the best flouride free tooth pastes available for kids that you should be buying right away ,Mamaearth,Percent-Natural-Berry-Toothpaste,berry flavoured blast kids love best part perfectly fine swallow made 100 safe ingredients toothpaste introduce kids mamaearth berry blast toothpaste 100 safe toxin free kids love berry taste brushing one best flouride free tooth pastes available kids buying right away
B07FPV716J,Mamaearth-Percent-Natural-Berry-Toothpaste,2018-11-15,5,Well how much a 12 month old with 4 almost 5 teeth brushes But this product is good to start eating or tasting rather by baby that way it is natural and taste good i applied bit on her teeth thn forgot where i kept it Buy for your own satisfaction if baby is really small and if understands how to brush and spit or eat than go for it ,Mamaearth,Percent-Natural-Berry-Toothpaste,well much 12 month old 4 almost 5 teeth brushes product good start eating tasting rather baby way natural taste good applied bit teeth thn forgot kept buy satisfaction baby really small understands brush spit eat go
